"","age_gp","sex","region","july1_2020","july1_2021"
"757","77","total","Arizona",53923,51825
"758","77","male","Arizona",25426,24363
"759","77","female","Arizona",28497,27462
"760","78","total","Arizona",45805,52170
"761","78","male","Arizona",21415,24534
"762","78","female","Arizona",24390,27636
"763","79","total","Arizona",40915,44015
"764","79","male","Arizona",19076,20472
"765","79","female","Arizona",21839,23543
"766","80","total","Arizona",37140,39203
"767","80","male","Arizona",17214,18210
"768","80","female","Arizona",19926,20993
"769","81","total","Arizona",33922,35137
"770","81","male","Arizona",15861,16199
"771","81","female","Arizona",18061,18938
"772","82","total","Arizona",31091,31946
"773","82","male","Arizona",14540,14809
"774","82","female","Arizona",16551,17137
"775","83","total","Arizona",27056,28839
"776","83","male","Arizona",12597,13383
"777","83","female","Arizona",14459,15456
"778","84","total","Arizona",24372,24979
"779","84","male","Arizona",11237,11509
"780","84","female","Arizona",13135,13470
"781","85+","total","Arizona",132141,133691
"782","85+","male","Arizona",55286,56776
"783","85+","female","Arizona",76855,76915
"784","Total","total","Arkansas",3012232,3025891
"785","Total","male","Arkansas",1486839,1493178
"786","Total","female","Arkansas",1525393,1532713
"787","0","total","Arkansas",35293,34720
"788","0","male","Arkansas",18173,17734
"789","0","female","Arkansas",17120,16986
"790","1","total","Arkansas",35922,35559
"791","1","male","Arkansas",18390,18345
"792","1","female","Arkansas",17532,17214
"793","2","total","Arkansas",36878,36336
"794","2","male","Arkansas",18815,18597
"795","2","female","Arkansas",18063,17739
"796","3","total","Arkansas",37386,37152
"797","3","male","Arkansas",19129,18947
"798","3","female","Arkansas",18257,18205
"799","4","total","Arkansas",38446,37793
"800","4","male","Arkansas",19711,19357
"801","4","female","Arkansas",18735,18436
"802","5","total","Arkansas",38657,38742
"803","5","male","Arkansas",19869,19895
"804","5","female","Arkansas",18788,18847
"805","6","total","Arkansas",38283,38968
"806","6","male","Arkansas",19675,20021
"807","6","female","Arkansas",18608,18947
"808","7","total","Arkansas",38004,38494
"809","7","male","Arkansas",19559,19753
"810","7","female","Arkansas",18445,18741
"811","8","total","Arkansas",38414,38217
"812","8","male","Arkansas",19855,19670
"813","8","female","Arkansas",18559,18547
"814","9","total","Arkansas",38706,38676
"815","9","male","Arkansas",19911,19976
"816","9","female","Arkansas",18795,18700
"817","10","total","Arkansas",39632,38970
"818","10","male","Arkansas",20306,20026
"819","10","female","Arkansas",19326,18944
"820","11","total","Arkansas",40680,39874
"821","11","male","Arkansas",20828,20458
"822","11","female","Arkansas",19852,19416
"823","12","total","Arkansas",42452,40920
"824","12","male","Arkansas",21774,20905
"825","12","female","Arkansas",20678,20015
"826","13","total","Arkansas",42552,42665
"827","13","male","Arkansas",21802,21899
"828","13","female","Arkansas",20750,20766
"829","14","total","Arkansas",41472,42669
"830","14","male","Arkansas",21156,21839
"831","14","female","Arkansas",20316,20830
"832","15","total","Arkansas",40827,41680
"833","15","male","Arkansas",20894,21280
"834","15","female","Arkansas",19933,20400
"835","16","total","Arkansas",40814,41010
"836","16","male","Arkansas",20936,21040
"837","16","female","Arkansas",19878,19970
"838","17","total","Arkansas",40375,40944
"839","17","male","Arkansas",20763,20954
"840","17","female","Arkansas",19612,19990
"841","18","total","Arkansas",38711,39203
"842","18","male","Arkansas",19839,20175
"843","18","female","Arkansas",18872,19028
"844","19","total","Arkansas",39324,38798
"845","19","male","Arkansas",20161,19897
"846","19","female","Arkansas",19163,18901
"847","20","total","Arkansas",40467,40490
"848","20","male","Arkansas",20787,20846
"849","20","female","Arkansas",19680,19644
"850","21","total","Arkansas",39770,40590
"851","21","male","Arkansas",20248,20758
"852","21","female","Arkansas",19522,19832
"853","22","total","Arkansas",39919,40378
"854","22","male","Arkansas",20134,20405
"855","22","female","Arkansas",19785,19973
"856","23","total","Arkansas",38990,39496
"857","23","male","Arkansas",19560,19779
"858","23","female","Arkansas",19430,19717
"859","24","total","Arkansas",38441,38976
"860","24","male","Arkansas",19440,19633
"861","24","female","Arkansas",19001,19343
"862","25","total","Arkansas",38282,38319
"863","25","male","Arkansas",19343,19415
"864","25","female","Arkansas",18939,18904
"865","26","total","Arkansas",38573,38291
"866","26","male","Arkansas",19408,19206
"867","26","female","Arkansas",19165,19085
"868","27","total","Arkansas",39007,38688
"869","27","male","Arkansas",19585,19506
"870","27","female","Arkansas",19422,19182
"871","28","total","Arkansas",40026,39249
"872","28","male","Arkansas",20018,19716
"873","28","female","Arkansas",20008,19533
"874","29","total","Arkansas",41099,40303
"875","29","male","Arkansas",20534,20141
"876","29","female","Arkansas",20565,20162
"877","30","total","Arkansas",41094,41389
"878","30","male","Arkansas",20505,20663
"879","30","female","Arkansas",20589,20726
"880","31","total","Arkansas",39334,41378
"881","31","male","Arkansas",19663,20582
"882","31","female","Arkansas",19671,20796
"883","32","total","Arkansas",38298,39565
"884","32","male","Arkansas",19100,19791
"885","32","female","Arkansas",19198,19774
"886","33","total","Arkansas",37725,38553
"887","33","male","Arkansas",18836,19184
"888","33","female","Arkansas",18889,19369
"889","34","total","Arkansas",37759,37908
"890","34","male","Arkansas",18850,18917
"891","34","female","Arkansas",18909,18991
"892","35","total","Arkansas",38005,37890
"893","35","male","Arkansas",18923,18903
"894","35","female","Arkansas",19082,18987
"895","36","total","Arkansas",37887,38318
"896","36","male","Arkansas",19015,19128
"897","36","female","Arkansas",18872,19190
"898","37","total","Arkansas",38687,38115
"899","37","male","Arkansas",19411,19064
"900","37","female","Arkansas",19276,19051
"901","38","total","Arkansas",38887,38709
"902","38","male","Arkansas",19540,19373
"903","38","female","Arkansas",19347,19336
"904","39","total","Arkansas",38800,38991
"905","39","male","Arkansas",19498,19602
"906","39","female","Arkansas",19302,19389
"907","40","total","Arkansas",38792,38719
"908","40","male","Arkansas",19463,19433
"909","40","female","Arkansas",19329,19286
"910","41","total","Arkansas",37175,38942
"911","41","male","Arkansas",18627,19534
"912","41","female","Arkansas",18548,19408
"913","42","total","Arkansas",36387,37252
"914","42","male","Arkansas",18156,18641
"915","42","female","Arkansas",18231,18611
"916","43","total","Arkansas",35968,36589
"917","43","male","Arkansas",17892,18272
"918","43","female","Arkansas",18076,18317
"919","44","total","Arkansas",34492,35915
"920","44","male","Arkansas",17186,17771
"921","44","female","Arkansas",17306,18144
"922","45","total","Arkansas",35277,34557
"923","45","male","Arkansas",17530,17222
"924","45","female","Arkansas",17747,17335
"925","46","total","Arkansas",34754,35386
"926","46","male","Arkansas",17238,17590
"927","46","female","Arkansas",17516,17796
"928","47","total","Arkansas",35132,34739
"929","47","male","Arkansas",17337,17237
"930","47","female","Arkansas",17795,17502
"931","48","total","Arkansas",36715,34957
"932","48","male","Arkansas",18124,17197
"933","48","female","Arkansas",18591,17760
"934","49","total","Arkansas",38624,36688
"935","49","male","Arkansas",19209,18111
"936","49","female","Arkansas",19415,18577
"937","50","total","Arkansas",37572,38547
"938","50","male","Arkansas",18821,19167
"939","50","female","Arkansas",18751,19380
"940","51","total","Arkansas",35840,37675
"941","51","male","Arkansas",17993,18843
"942","51","female","Arkansas",17847,18832
"943","52","total","Arkansas",34901,35834
"944","52","male","Arkansas",17424,17961
"945","52","female","Arkansas",17477,17873
"946","53","total","Arkansas",35394,34960
"947","53","male","Arkansas",17696,17496
"948","53","female","Arkansas",17698,17464
"949","54","total","Arkansas",35988,35148
"950","54","male","Arkansas",17886,17450
"951","54","female","Arkansas",18102,17698
"952","55","total","Arkansas",38188,35738
"953","55","male","Arkansas",18805,17682
"954","55","female","Arkansas",19383,18056
"955","56","total","Arkansas",39738,38180
"956","56","male","Arkansas",19556,18839
"957","56","female","Arkansas",20182,19341
"958","57","total","Arkansas",39834,39521
"959","57","male","Arkansas",19565,19337
"960","57","female","Arkansas",20269,20184
"961","58","total","Arkansas",39975,39793
"962","58","male","Arkansas",19710,19482
"963","58","female","Arkansas",20265,20311
"964","59","total","Arkansas",39805,39715
"965","59","male","Arkansas",19533,19505
"966","59","female","Arkansas",20272,20210
"967","60","total","Arkansas",39002,39581
"968","60","male","Arkansas",19086,19311
"969","60","female","Arkansas",19916,20270
"970","61","total","Arkansas",38431,38777
"971","61","male","Arkansas",18782,18876
"972","61","female","Arkansas",19649,19901
"973","62","total","Arkansas",38132,38208
"974","62","male","Arkansas",18474,18635
"975","62","female","Arkansas",19658,19573
"976","63","total","Arkansas",37758,37915
"977","63","male","Arkansas",18185,18347
"978","63","female","Arkansas",19573,19568
"979","64","total","Arkansas",36301,37468
"980","64","male","Arkansas",17309,17955
"981","64","female","Arkansas",18992,19513
"982","65","total","Arkansas",35659,35931
"983","65","male","Arkansas",16925,17093
"984","65","female","Arkansas",18734,18838
"985","66","total","Arkansas",34860,35306
"986","66","male","Arkansas",16504,16705
"987","66","female","Arkansas",18356,18601
"988","67","total","Arkansas",33515,34335
"989","67","male","Arkansas",15841,16174
"990","67","female","Arkansas",17674,18161
"991","68","total","Arkansas",32334,33025
"992","68","male","Arkansas",15287,15538
"993","68","female","Arkansas",17047,17487
"994","69","total","Arkansas",30970,31742
"995","69","male","Arkansas",14515,14922
"996","69","female","Arkansas",16455,16820
"997","70","total","Arkansas",29628,30294
"998","70","male","Arkansas",13805,14099
"999","70","female","Arkansas",15823,16195
"1000","71","total","Arkansas",29215,28879
"1001","71","male","Arkansas",13560,13383
"1002","71","female","Arkansas",15655,15496
"1003","72","total","Arkansas",28756,28436
"1004","72","male","Arkansas",13456,13139
"1005","72","female","Arkansas",15300,15297
"1006","73","total","Arkansas",30695,27864
"1007","73","male","Arkansas",14449,12986
"1008","73","female","Arkansas",16246,14878
"1009","74","total","Arkansas",21539,29610
"1010","74","male","Arkansas",9955,13816
"1011","74","female","Arkansas",11584,15794
"1012","75","total","Arkansas",21044,20662
"1013","75","male","Arkansas",9582,9466
"1014","75","female","Arkansas",11462,11196
"1015","76","total","Arkansas",20587,20282
"1016","76","male","Arkansas",9348,9202
"1017","76","female","Arkansas",11239,11080
"1018","77","total","Arkansas",20573,19658
"1019","77","male","Arkansas",9240,8842
"1020","77","female","Arkansas",11333,10816
"1021","78","total","Arkansas",17631,19558
"1022","78","male","Arkansas",7885,8727
"1023","78","female","Arkansas",9746,10831
"1024","79","total","Arkansas",15938,16588
"1025","79","male","Arkansas",7043,7364
"1026","79","female","Arkansas",8895,9224
"1027","80","total","Arkansas",14613,14988
"1028","80","male","Arkansas",6461,6548
"1029","80","female","Arkansas",8152,8440
"1030","81","total","Arkansas",13366,13588
"1031","81","male","Arkansas",5862,5923
"1032","81","female","Arkansas",7504,7665
"1033","82","total","Arkansas",12231,12383
"1034","82","male","Arkansas",5254,5337
"1035","82","female","Arkansas",6977,7046
"1036","83","total","Arkansas",10693,11223
"1037","83","male","Arkansas",4601,4768
"1038","83","female","Arkansas",6092,6455
"1039","84","total","Arkansas",9795,9658
"1040","84","male","Arkansas",4087,4065
"1041","84","female","Arkansas",5708,5593
"1042","85+","total","Arkansas",54537,54091
"1043","85+","male","Arkansas",19648,19807
"1044","85+","female","Arkansas",34889,34284
"1045","Total","total","California",39499738,39237836
"1046","Total","male","California",19752709,19617190
"1047","Total","female","California",19747029,19620646
"1048","0","total","California",439018,422861
"1049","0","male","California",224668,216442
"1050","0","female","California",214350,206419
"1051","1","total","California",446641,432883
"1052","1","male","California",228190,221632
"1053","1","female","California",218451,211251
"1054","2","total","California",457282,440896
"1055","2","male","California",233916,225100
"1056","2","female","California",223366,215796
"1057","3","total","California",473206,452329
"1058","3","male","California",242163,231373
"1059","3","female","California",231043,220956
"1060","4","total","California",485015,468176
"1061","4","male","California",248222,239558
"1062","4","female","California",236793,228618
"1063","5","total","California",492719,480303
"1064","5","male","California",252259,245784
"1065","5","female","California",240460,234519
"1066","6","total","California",491656,487735
"1067","6","male","California",252081,249696
"1068","6","female","California",239575,238039
"1069","7","total","California",492431,487035
"1070","7","male","California",251816,249679
"1071","7","female","California",240615,237356
"1072","8","total","California",493044,487848
"1073","8","male","California",252375,249457
"1074","8","female","California",240669,238391
"1075","9","total","California",500550,488744
"1076","9","male","California",256721,250168
"1077","9","female","California",243829,238576
"1078","10","total","California",505691,496286
"1079","10","male","California",259036,254671
"1080","10","female","California",246655,241615
"1081","11","total","California",513483,501622
"1082","11","male","California",263176,257023
"1083","11","female","California",250307,244599
"1084","12","total","California",536090,509362
"1085","12","male","California",275412,261082
"1086","12","female","California",260678,248280
"1087","13","total","California",534547,532061
"1088","13","male","California",274431,273359
"1089","13","female","California",260116,258702
"1090","14","total","California",524515,531161
"1091","14","male","California",268787,272714
"1092","14","female","California",255728,258447
"1093","15","total","California",518357,521654
"1094","15","male","California",265243,267423
"1095","15","female","California",253114,254231
"1096","16","total","California",518204,515661
"1097","16","male","California",264521,263828
"1098","16","female","California",253683,251833
"1099","17","total","California",513732,516014
"1100","17","male","California",262130,263481
"1101","17","female","California",251602,252533
"1102","18","total","California",517267,519591
"1103","18","male","California",263051,263899
